"Team 1","Team 2","Team 3",Overall
"Green Bay Packers","Los Angeles Rams","Pittsburgh Steelers",91.81
"Green Bay Packers","Los Angeles Rams","San Francisco 49ers",92.85
"Green Bay Packers","Los Angeles Rams","Seattle Seahawks",91.92
"Green Bay Packers","Los Angeles Rams","Tampa Bay Buccaneers",92.18
"Green Bay Packers","Los Angeles Rams","Tennessee Titans",92.06
"Green Bay Packers","Los Angeles Rams","Washington Commanders",92.22
"Green Bay Packers","Miami Dolphins","Minnesota Vikings",92.15
"Green Bay Packers","Miami Dolphins","New England Patriots",92.24
"Green Bay Packers","Miami Dolphins","New Orleans Saints",92.12
"Green Bay Packers","Miami Dolphins","New York Giants",92.34
"Green Bay Packers","Miami Dolphins","New York Jets",92.20
"Green Bay Packers","Miami Dolphins","Philadelphia Eagles",92.44
"Green Bay Packers","Miami Dolphins","Pittsburgh Steelers",92.23
"Green Bay Packers","Miami Dolphins","San Francisco 49ers",92.85
"Green Bay Packers","Miami Dolphins","Seattle Seahawks",91.87
"Green Bay Packers","Miami Dolphins","Tampa Bay Buccaneers",92.05
"Green Bay Packers","Miami Dolphins","Tennessee Titans",92.65
"Green Bay Packers","Miami Dolphins","Washington Commanders",92.43
"Green Bay Packers","Minnesota Vikings","New England Patriots",91.81
"Green Bay Packers","Minnesota Vikings","New Orleans Saints",91.79
"Green Bay Packers","Minnesota Vikings","New York Giants",92.00
"Green Bay Packers","Minnesota Vikings","New York Jets",91.78
"Green Bay Packers","Minnesota Vikings","Philadelphia Eagles",91.93
"Green Bay Packers","Minnesota Vikings","Pittsburgh Steelers",91.73
"Green Bay Packers","Minnesota Vikings","San Francisco 49ers",92.69
"Green Bay Packers","Minnesota Vikings","Seattle Seahawks",91.76
"Green Bay Packers","Minnesota Vikings","Tampa Bay Buccaneers",91.82
"Green Bay Packers","Minnesota Vikings","Tennessee Titans",91.85
"Green Bay Packers","Minnesota Vikings","Washington Commanders",92.20
"Green Bay Packers","New England Patriots","New Orleans Saints",91.92
"Green Bay Packers","New England Patriots","New York Giants",92.21
"Green Bay Packers","New England Patriots","New York Jets",92.00
"Green Bay Packers","New England Patriots","Philadelphia Eagles",92.21
"Green Bay Packers","New England Patriots","Pittsburgh Steelers",92.09
"Green Bay Packers","New England Patriots","San Francisco 49ers",92.66
"Green Bay Packers","New England Patriots","Seattle Seahawks",91.94
"Green Bay Packers","New England Patriots","Tampa Bay Buccaneers",92.02
"Green Bay Packers","New England Patriots","Tennessee Titans",92.36
"Green Bay Packers","New England Patriots","Washington Commanders",92.38
"Green Bay Packers","New Orleans Saints","New York Giants",92.06
"Green Bay Packers","New Orleans Saints","New York Jets",91.50
"Green Bay Packers","New Orleans Saints","Philadelphia Eagles",92.10
"Green Bay Packers","New Orleans Saints","Pittsburgh Steelers",91.73
"Green Bay Packers","New Orleans Saints","San Francisco 49ers",92.68
"Green Bay Packers","New Orleans Saints","Seattle Seahawks",91.66
"Green Bay Packers","New Orleans Saints","Tampa Bay Buccaneers",91.96
"Green Bay Packers","New Orleans Saints","Tennessee Titans",92.28
"Green Bay Packers","New Orleans Saints","Washington Commanders",91.96
"Green Bay Packers","New York Giants","New York Jets",91.64
"Green Bay Packers","New York Giants","Philadelphia Eagles",92.13
"Green Bay Packers","New York Giants","Pittsburgh Steelers",92.12
"Green Bay Packers","New York Giants","San Francisco 49ers",92.76
"Green Bay Packers","New York Giants","Seattle Seahawks",91.99
"Green Bay Packers","New York Giants","Tampa Bay Buccaneers",92.18
"Green Bay Packers","New York Giants","Tennessee Titans",92.21
"Green Bay Packers","New York Giants","Washington Commanders",92.45
"Green Bay Packers","New York Jets","Philadelphia Eagles",91.89
"Green Bay Packers","New York Jets","Pittsburgh Steelers",91.69
"Green Bay Packers","New York Jets","San Francisco 49ers",92.76
"Green Bay Packers","New York Jets","Seattle Seahawks",91.76
"Green Bay Packers","New York Jets","Tampa Bay Buccaneers",92.09
"Green Bay Packers","New York Jets","Tennessee Titans",91.99
"Green Bay Packers","New York Jets","Washington Commanders",92.34
"Green Bay Packers","Philadelphia Eagles","Pittsburgh Steelers",91.91
"Green Bay Packers","Philadelphia Eagles","San Francisco 49ers",92.81
"Green Bay Packers","Philadelphia Eagles","Seattle Seahawks",92.08
"Green Bay Packers","Philadelphia Eagles","Tampa Bay Buccaneers",92.31
"Green Bay Packers","Philadelphia Eagles","Tennessee Titans",92.16
"Green Bay Packers","Philadelphia Eagles","Washington Commanders",92.39
"Green Bay Packers","Pittsburgh Steelers","San Francisco 49ers",92.77
"Green Bay Packers","Pittsburgh Steelers","Seattle Seahawks",91.90
"Green Bay Packers","Pittsburgh Steelers","Tampa Bay Buccaneers",91.98
"Green Bay Packers","Pittsburgh Steelers","Tennessee Titans",92.12
"Green Bay Packers","Pittsburgh Steelers","Washington Commanders",92.27
"Green Bay Packers","San Francisco 49ers","Seattle Seahawks",92.63
"Green Bay Packers","San Francisco 49ers","Tampa Bay Buccaneers",92.67
"Green Bay Packers","San Francisco 49ers","Tennessee Titans",92.93
"Green Bay Packers","San Francisco 49ers","Washington Commanders",92.75
"Green Bay Packers","Seattle Seahawks","Tampa Bay Buccaneers",91.80
"Green Bay Packers","Seattle Seahawks","Tennessee Titans",92.18
"Green Bay Packers","Seattle Seahawks","Washington Commanders",92.03
"Green Bay Packers","Tampa Bay Buccaneers","Tennessee Titans",92.31
"Green Bay Packers","Tampa Bay Buccaneers","Washington Commanders",92.25
"Green Bay Packers","Tennessee Titans","Washington Commanders",92.43
"Houston Texans","Indianapolis Colts","Jacksonville Jaguars",92.04
"Houston Texans","Indianapolis Colts","Kansas City Chiefs",92.45
"Houston Texans","Indianapolis Colts","Las Vegas Raiders",92.40
"Houston Texans","Indianapolis Colts","Los Angeles Chargers",92.11
"Houston Texans","Indianapolis Colts","Los Angeles Rams",92.33
"Houston Texans","Indianapolis Colts","Miami Dolphins",92.66
"Houston Texans","Indianapolis Colts","Minnesota Vikings",91.90
"Houston Texans","Indianapolis Colts","New England Patriots",92.22
"Houston Texans","Indianapolis Colts","New Orleans Saints",92.17
"Houston Texans","Indianapolis Colts","New York Giants",92.46
"Houston Texans","Indianapolis Colts","New York Jets",92.08
"Houston Texans","Indianapolis Colts","Philadelphia Eagles",92.44
"Houston Texans","Indianapolis Colts","Pittsburgh Steelers",92.41
"Houston Texans","Indianapolis Colts","San Francisco 49ers",92.80
"Houston Texans","Indianapolis Colts","Seattle Seahawks",92.04
"Houston Texans","Indianapolis Colts","Tampa Bay Buccaneers",92.54
"Houston Texans","Indianapolis Colts","Tennessee Titans",92.57
"Houston Texans","Indianapolis Colts","Washington Commanders",92.70
"Houston Texans","Jacksonville Jaguars","Kansas City Chiefs",91.80
"Houston Texans","Jacksonville Jaguars","Las Vegas Raiders",92.04
"Houston Texans","Jacksonville Jaguars","Los Angeles Chargers",91.67
"Houston Texans","Jacksonville Jaguars","Los Angeles Rams",91.72
"Houston Texans","Jacksonville Jaguars","Miami Dolphins",91.96
"Houston Texans","Jacksonville Jaguars","Minnesota Vikings",91.72
"Houston Texans","Jacksonville Jaguars","New England Patriots",91.71
"Houston Texans","Jacksonville Jaguars","New Orleans Saints",91.54
"Houston Texans","Jacksonville Jaguars","New York Giants",92.07
"Houston Texans","Jacksonville Jaguars","New York Jets",91.69
"Houston Texans","Jacksonville Jaguars","Philadelphia Eagles",92.09
"Houston Texans","Jacksonville Jaguars","Pittsburgh Steelers",91.90
"Houston Texans","Jacksonville Jaguars","San Francisco 49ers",92.65
"Houston Texans","Jacksonville Jaguars","Seattle Seahawks",91.57
"Houston Texans","Jacksonville Jaguars","Tampa Bay Buccaneers",92.01
"Houston Texans","Jacksonville Jaguars","Tennessee Titans",92.36
"Houston Texans","Jacksonville Jaguars","Washington Commanders",92.20
"Houston Texans","Kansas City Chiefs","Las Vegas Raiders",92.25
"Houston Texans","Kansas City Chiefs","Los Angeles Chargers",92.10
"Houston Texans","Kansas City Chiefs","Los Angeles Rams",92.00
"Houston Texans","Kansas City Chiefs","Miami Dolphins",92.28
"Houston Texans","Kansas City Chiefs","Minnesota Vikings",92.09
"Houston Texans","Kansas City Chiefs","New England Patriots",92.08
"Houston Texans","Kansas City Chiefs","New Orleans Saints",91.58
"Houston Texans","Kansas City Chiefs","New York Giants",92.32
"Houston Texans","Kansas City Chiefs","New York Jets",91.94
"Houston Texans","Kansas City Chiefs","Philadelphia Eagles",92.37
"Houston Texans","Kansas City Chiefs","Pittsburgh Steelers",92.07
"Houston Texans","Kansas City Chiefs","San Francisco 49ers",92.74
"Houston Texans","Kansas City Chiefs","Seattle Seahawks",91.96
"Houston Texans","Kansas City Chiefs","Tampa Bay Buccaneers",92.10
"Houston Texans","Kansas City Chiefs","Tennessee Titans",92.58
"Houston Texans","Kansas City Chiefs","Washington Commanders",92.36
"Houston Texans","Las Vegas Raiders","Los Angeles Chargers",92.10
"Houston Texans","Las Vegas Raiders","Los Angeles Rams",92.19
"Houston Texans","Las Vegas Raiders","Miami Dolphins",92.46
"Houston Texans","Las Vegas Raiders","Minnesota Vikings",91.99
"Houston Texans","Las Vegas Raiders","New England Patriots",92.19
"Houston Texans","Las Vegas Raiders","New Orleans Saints",92.21
"Houston Texans","Las Vegas Raiders","New York Giants",92.45
"Houston Texans","Las Vegas Raiders","New York Jets",92.12
"Houston Texans","Las Vegas Raiders","Philadelphia Eagles",92.48
"Houston Texans","Las Vegas Raiders","Pittsburgh Steelers",92.45
"Houston Texans","Las Vegas Raiders","San Francisco 49ers",92.79
"Houston Texans","Las Vegas Raiders","Seattle Seahawks",91.99
"Houston Texans","Las Vegas Raiders","Tampa Bay Buccaneers",92.33
"Houston Texans","Las Vegas Raiders","Tennessee Titans",92.23
"Houston Texans","Las Vegas Raiders","Washington Commanders",92.55
"Houston Texans","Los Angeles Chargers","Los Angeles Rams",92.10
"Houston Texans","Los Angeles Chargers","Miami Dolphins",92.28
"Houston Texans","Los Angeles Chargers","Minnesota Vikings",91.91
"Houston Texans","Los Angeles Chargers","New England Patriots",92.01
"Houston Texans","Los Angeles Chargers","New Orleans Saints",91.92
"Houston Texans","Los Angeles Chargers","New York Giants",92.13
"Houston Texans","Los Angeles Chargers","New York Jets",91.72
"Houston Texans","Los Angeles Chargers","Philadelphia Eagles",92.23
"Houston Texans","Los Angeles Chargers","Pittsburgh Steelers",92.14
"Houston Texans","Los Angeles Chargers","San Francisco 49ers",92.72
"Houston Texans","Los Angeles Chargers","Seattle Seahawks",91.67
"Houston Texans","Los Angeles Chargers","Tampa Bay Buccaneers",92.16
"Houston Texans","Los Angeles Chargers","Tennessee Titans",92.34
"Houston Texans","Los Angeles Chargers","Washington Commanders",92.47
"Houston Texans","Los Angeles Rams","Miami Dolphins",92.34
"Houston Texans","Los Angeles Rams","Minnesota Vikings",92.08
"Houston Texans","Los Angeles Rams","New England Patriots",92.13
"Houston Texans","Los Angeles Rams","New Orleans Saints",92.00
"Houston Texans","Los Angeles Rams","New York Giants",92.18
"Houston Texans","Los Angeles Rams","New York Jets",91.92
"Houston Texans","Los Angeles Rams","Philadelphia Eagles",92.15
"Houston Texans","Los Angeles Rams","Pittsburgh Steelers",92.24
"Houston Texans","Los Angeles Rams","San Francisco 49ers",92.90
"Houston Texans","Los Angeles Rams","Seattle Seahawks",92.04
"Houston Texans","Los Angeles Rams","Tampa Bay Buccaneers",92.44
"Houston Texans","Los Angeles Rams","Tennessee Titans",92.35
"Houston Texans","Los Angeles Rams","Washington Commanders",92.41
"Houston Texans","Miami Dolphins","Minnesota Vikings",92.38
"Houston Texans","Miami Dolphins","New England Patriots",92.04
"Houston Texans","Miami Dolphins","New Orleans Saints",92.05
"Houston Texans","Miami Dolphins","New York Giants",92.34
"Houston Texans","Miami Dolphins","New York Jets",92.35
"Houston Texans","Miami Dolphins","Philadelphia Eagles",92.59
"Houston Texans","Miami Dolphins","Pittsburgh Steelers",92.34
"Houston Texans","Miami Dolphins","San Francisco 49ers",92.84
"Houston Texans","Miami Dolphins","Seattle Seahawks",91.93
"Houston Texans","Miami Dolphins","Tampa Bay Buccaneers",92.19
"Houston Texans","Miami Dolphins","Tennessee Titans",92.85
"Houston Texans","Miami Dolphins","Washington Commanders",92.64
"Houston Texans","Minnesota Vikings","New England Patriots",91.78
"Houston Texans","Minnesota Vikings","New Orleans Saints",91.96
"Houston Texans","Minnesota Vikings","New York Giants",92.26
"Houston Texans","Minnesota Vikings","New York Jets",92.00
"Houston Texans","Minnesota Vikings","Philadelphia Eagles",92.17
"Houston Texans","Minnesota Vikings","Pittsburgh Steelers",92.23
"Houston Texans","Minnesota Vikings","San Francisco 49ers",92.66
"Houston Texans","Minnesota Vikings","Seattle Seahawks",91.80
"Houston Texans","Minnesota Vikings","Tampa Bay Buccaneers",92.15
"Houston Texans","Minnesota Vikings","Tennessee Titans",92.34
"Houston Texans","Minnesota Vikings","Washington Commanders",92.55
"Houston Texans","New England Patriots","New Orleans Saints",91.81
"Houston Texans","New England Patriots","New York Giants",92.23
"Houston Texans","New England Patriots","New York Jets",92.03
"Houston Texans","New England Patriots","Philadelphia Eagles",92.46
"Houston Texans","New England Patriots","Pittsburgh Steelers",92.26
"Houston Texans","New England Patriots","San Francisco 49ers",92.50
"Houston Texans","New England Patriots","Seattle Seahawks",91.69
"Houston Texans","New England Patriots","Tampa Bay Buccaneers",91.94
"Houston Texans","New England Patriots","Tennessee Titans",92.62
"Houston Texans","New England Patriots","Washington Commanders",92.58
"Houston Texans","New Orleans Saints","New York Giants",92.06
"Houston Texans","New Orleans Saints","New York Jets",91.55
"Houston Texans","New Orleans Saints","Philadelphia Eagles",92.32
"Houston Texans","New Orleans Saints","Pittsburgh Steelers",92.05
"Houston Texans","New Orleans Saints","San Francisco 49ers",92.63
"Houston Texans","New Orleans Saints","Seattle Seahawks",91.67
"Houston Texans","New Orleans Saints","Tampa Bay Buccaneers",91.96
"Houston Texans","New Orleans Saints","Tennessee Titans",92.55
"Houston Texans","New Orleans Saints","Washington Commanders",92.22
"Houston Texans","New York Giants","New York Jets",91.80
"Houston Texans","New York Giants","Philadelphia Eagles",92.42
"Houston Texans","New York Giants","Pittsburgh Steelers",92.41
"Houston Texans","New York Giants","San Francisco 49ers",92.75
"Houston Texans","New York Giants","Seattle Seahawks",91.96
"Houston Texans","New York Giants","Tampa Bay Buccaneers",92.31
"Houston Texans","New York Giants","Tennessee Titans",92.55
"Houston Texans","New York Giants","Washington Commanders",92.69
"Houston Texans","New York Jets","Philadelphia Eagles",92.14
"Houston Texans","New York Jets","Pittsburgh Steelers",92.13
"Houston Texans","New York Jets","San Francisco 49ers",92.73
"Houston Texans","New York Jets","Seattle Seahawks",91.72
"Houston Texans","New York Jets","Tampa Bay Buccaneers",92.23
"Houston Texans","New York Jets","Tennessee Titans",92.15
"Houston Texans","New York Jets","Washington Commanders",92.51
"Houston Texans","Philadelphia Eagles","Pittsburgh Steelers",92.29
"Houston Texans","Philadelphia Eagles","San Francisco 49ers",93.00
"Houston Texans","Philadelphia Eagles","Seattle Seahawks",92.27
"Houston Texans","Philadelphia Eagles","Tampa Bay Buccaneers",92.57
"Houston Texans","Philadelphia Eagles","Tennessee Titans",92.48
"Houston Texans","Philadelphia Eagles","Washington Commanders",92.69
"Houston Texans","Pittsburgh Steelers","San Francisco 49ers",92.85
"Houston Texans","Pittsburgh Steelers","Seattle Seahawks",92.00
"Houston Texans","Pittsburgh Steelers","Tampa Bay Buccaneers",92.35
"Houston Texans","Pittsburgh Steelers","Tennessee Titans",92.57
"Houston Texans","Pittsburgh Steelers","Washington Commanders",92.56
"Houston Texans","San Francisco 49ers","Seattle Seahawks",92.45
"Houston Texans","San Francisco 49ers","Tampa Bay Buccaneers",92.70
"Houston Texans","San Francisco 49ers","Tennessee Titans",93.07
"Houston Texans","San Francisco 49ers","Washington Commanders",92.96
"Houston Texans","Seattle Seahawks","Tampa Bay Buccaneers",91.90
"Houston Texans","Seattle Seahawks","Tennessee Titans",92.40
"Houston Texans","Seattle Seahawks","Washington Commanders",92.28
"Houston Texans","Tampa Bay Buccaneers","Tennessee Titans",92.70
"Houston Texans","Tampa Bay Buccaneers","Washington Commanders",92.61
"Houston Texans","Tennessee Titans","Washington Commanders",92.77
"Indianapolis Colts","Jacksonville Jaguars","Kansas City Chiefs",91.96
"Indianapolis Colts","Jacksonville Jaguars","Las Vegas Raiders",92.16
"Indianapolis Colts","Jacksonville Jaguars","Los Angeles Chargers",91.45
"Indianapolis Colts","Jacksonville Jaguars","Los Angeles Rams",91.76
"Indianapolis Colts","Jacksonville Jaguars","Miami Dolphins",92.14
"Indianapolis Colts","Jacksonville Jaguars","Minnesota Vikings",91.56
"Indianapolis Colts","Jacksonville Jaguars","New England Patriots",91.45
"Indianapolis Colts","Jacksonville Jaguars","New Orleans Saints",91.82
"Indianapolis Colts","Jacksonville Jaguars","New York Giants",91.88
"Indianapolis Colts","Jacksonville Jaguars","New York Jets",91.60
"Indianapolis Colts","Jacksonville Jaguars","Philadelphia Eagles",91.69
"Indianapolis Colts","Jacksonville Jaguars","Pittsburgh Steelers",91.90
"Indianapolis Colts","Jacksonville Jaguars","San Francisco 49ers",92.50
"Indianapolis Colts","Jacksonville Jaguars","Seattle Seahawks",91.83
"Indianapolis Colts","Jacksonville Jaguars","Tampa Bay Buccaneers",92.16
"Indianapolis Colts","Jacksonville Jaguars","Tennessee Titans",91.64
"Indianapolis Colts","Jacksonville Jaguars","Washington Commanders",92.26
"Indianapolis Colts","Kansas City Chiefs","Las Vegas Raiders",92.42
"Indianapolis Colts","Kansas City Chiefs","Los Angeles Chargers",92.07
"Indianapolis Colts","Kansas City Chiefs","Los Angeles Rams",92.40
"Indianapolis Colts","Kansas City Chiefs","Miami Dolphins",92.40
"Indianapolis Colts","Kansas City Chiefs","Minnesota Vikings",92.08
"Indianapolis Colts","Kansas City Chiefs","New England Patriots",92.15
"Indianapolis Colts","Kansas City Chiefs","New Orleans Saints",91.92
"Indianapolis Colts","Kansas City Chiefs","New York Giants",92.25
"Indianapolis Colts","Kansas City Chiefs","New York Jets",91.95
"Indianapolis Colts","Kansas City Chiefs","Philadelphia Eagles",92.49
"Indianapolis Colts","Kansas City Chiefs","Pittsburgh Steelers",92.10
"Indianapolis Colts","Kansas City Chiefs","San Francisco 49ers",92.63
"Indianapolis Colts","Kansas City Chiefs","Seattle Seahawks",92.23
"Indianapolis Colts","Kansas City Chiefs","Tampa Bay Buccaneers",92.31
"Indianapolis Colts","Kansas City Chiefs","Tennessee Titans",92.44
"Indianapolis Colts","Kansas City Chiefs","Washington Commanders",92.47
"Indianapolis Colts","Las Vegas Raiders","Los Angeles Chargers",91.87
"Indianapolis Colts","Las Vegas Raiders","Los Angeles Rams",92.33
"Indianapolis Colts","Las Vegas Raiders","Miami Dolphins",92.63
"Indianapolis Colts","Las Vegas Raiders","Minnesota Vikings",91.85
"Indianapolis Colts","Las Vegas Raiders","New England Patriots",92.31
"Indianapolis Colts","Las Vegas Raiders","New Orleans Saints",92.13
"Indianapolis Colts","Las Vegas Raiders","New York Giants",92.50
"Indianapolis Colts","Las Vegas Raiders","New York Jets",92.22
"Indianapolis Colts","Las Vegas Raiders","Philadelphia Eagles",92.57
"Indianapolis Colts","Las Vegas Raiders","Pittsburgh Steelers",92.36
"Indianapolis Colts","Las Vegas Raiders","San Francisco 49ers",92.69
"Indianapolis Colts","Las Vegas Raiders","Seattle Seahawks",92.05
"Indianapolis Colts","Las Vegas Raiders","Tampa Bay Buccaneers",92.44
"Indianapolis Colts","Las Vegas Raiders","Tennessee Titans",92.23
"Indianapolis Colts","Las Vegas Raiders","Washington Commanders",92.65
"Indianapolis Colts","Los Angeles Chargers","Los Angeles Rams",91.67
"Indianapolis Colts","Los Angeles Chargers","Miami Dolphins",92.28
"Indianapolis Colts","Los Angeles Chargers","Minnesota Vikings",91.38
"Indianapolis Colts","Los Angeles Chargers","New England Patriots",91.68
"Indianapolis Colts","Los Angeles Chargers","New Orleans Saints",91.78
"Indianapolis Colts","Los Angeles Chargers","New York Giants",91.81
"Indianapolis Colts","Los Angeles Chargers","New York Jets",91.49
"Indianapolis Colts","Los Angeles Chargers","Philadelphia Eagles",91.88
"Indianapolis Colts","Los Angeles Chargers","Pittsburgh Steelers",91.96
"Indianapolis Colts","Los Angeles Chargers","San Francisco 49ers",92.40
"Indianapolis Colts","Los Angeles Chargers","Seattle Seahawks",91.65
"Indianapolis Colts","Los Angeles Chargers","Tampa Bay Buccaneers",92.01
"Indianapolis Colts","Los Angeles Chargers","Tennessee Titans",91.57
"Indianapolis Colts","Los Angeles Chargers","Washington Commanders",92.19
"Indianapolis Colts","Los Angeles Rams","Miami Dolphins",92.55
"Indianapolis Colts","Los Angeles Rams","Minnesota Vikings",91.83
"Indianapolis Colts","Los Angeles Rams","New England Patriots",92.08
"Indianapolis Colts","Los Angeles Rams","New Orleans Saints",92.08
"Indianapolis Colts","Los Angeles Rams","New York Giants",92.25
"Indianapolis Colts","Los Angeles Rams","New York Jets",91.96
"Indianapolis Colts","Los Angeles Rams","Philadelphia Eagles",92.12
"Indianapolis Colts","Los Angeles Rams","Pittsburgh Steelers",92.32
"Indianapolis Colts","Los Angeles Rams","San Francisco 49ers",92.97
"Indianapolis Colts","Los Angeles Rams","Seattle Seahawks",92.10
"Indianapolis Colts","Los Angeles Rams","Tampa Bay Buccaneers",92.46
"Indianapolis Colts","Los Angeles Rams","Tennessee Titans",92.13
"Indianapolis Colts","Los Angeles Rams","Washington Commanders",92.56
"Indianapolis Colts","Miami Dolphins","Minnesota Vikings",92.40
"Indianapolis Colts","Miami Dolphins","New England Patriots",92.44
"Indianapolis Colts","Miami Dolphins","New Orleans Saints",92.36
"Indianapolis Colts","Miami Dolphins","New York Giants",92.45
"Indianapolis Colts","Miami Dolphins","New York Jets",92.24
"Indianapolis Colts","Miami Dolphins","Philadelphia Eagles",92.60
"Indianapolis Colts","Miami Dolphins","Pittsburgh Steelers",92.40
"Indianapolis Colts","Miami Dolphins","San Francisco 49ers",92.81
"Indianapolis Colts","Miami Dolphins","Seattle Seahawks",92.28
"Indianapolis Colts","Miami Dolphins","Tampa Bay Buccaneers",92.43
"Indianapolis Colts","Miami Dolphins","Tennessee Titans",92.61
"Indianapolis Colts","Miami Dolphins","Washington Commanders",92.56
"Indianapolis Colts","Minnesota Vikings","New England Patriots",91.59
"Indianapolis Colts","Minnesota Vikings","New Orleans Saints",91.75
"Indianapolis Colts","Minnesota Vikings","New York Giants",91.98
"Indianapolis Colts","Minnesota Vikings","New York Jets",91.60
"Indianapolis Colts","Minnesota Vikings","Philadelphia Eagles",92.10
"Indianapolis Colts","Minnesota Vikings","Pittsburgh Steelers",91.98
"Indianapolis Colts","Minnesota Vikings","San Francisco 49ers",92.36
"Indianapolis Colts","Minnesota Vikings","Seattle Seahawks",91.69
"Indianapolis Colts","Minnesota Vikings","Tampa Bay Buccaneers",92.19
"Indianapolis Colts","Minnesota Vikings","Tennessee Titans",91.71
"Indianapolis Colts","Minnesota Vikings","Washington Commanders",92.24
"Indianapolis Colts","New England Patriots","New Orleans Saints",92.10
"Indianapolis Colts","New England Patriots","New York Giants",92.13
"Indianapolis Colts","New England Patriots","New York Jets",91.86
"Indianapolis Colts","New England Patriots","Philadelphia Eagles",92.63
"Indianapolis Colts","New England Patriots","Pittsburgh Steelers",92.21
"Indianapolis Colts","New England Patriots","San Francisco 49ers",92.41
"Indianapolis Colts","New England Patriots","Seattle Seahawks",91.99
"Indianapolis Colts","New England Patriots","Tampa Bay Buccaneers",92.15
"Indianapolis Colts","New England Patriots","Tennessee Titans",92.41
"Indianapolis Colts","New England Patriots","Washington Commanders",92.48
"Indianapolis Colts","New Orleans Saints","New York Giants",92.20
"Indianapolis Colts","New Orleans Saints","New York Jets",91.74
"Indianapolis Colts","New Orleans Saints","Philadelphia Eagles",92.32
"Indianapolis Colts","New Orleans Saints","Pittsburgh Steelers",92.01
"Indianapolis Colts","New Orleans Saints","San Francisco 49ers",92.68
"Indianapolis Colts","New Orleans Saints","Seattle Seahawks",91.91
"Indianapolis Colts","New Orleans Saints","Tampa Bay Buccaneers",92.18
"Indianapolis Colts","New Orleans Saints","Tennessee Titans",92.17
"Indianapolis Colts","New Orleans Saints","Washington Commanders",92.27
"Indianapolis Colts","New York Giants","New York Jets",91.83
"Indianapolis Colts","New York Giants","Philadelphia Eagles",92.19
"Indianapolis Colts","New York Giants","Pittsburgh Steelers",92.23
"Indianapolis Colts","New York Giants","San Francisco 49ers",92.68
"Indianapolis Colts","New York Giants","Seattle Seahawks",92.13
"Indianapolis Colts","New York Giants","Tampa Bay Buccaneers",92.32
"Indianapolis Colts","New York Giants","Tennessee Titans",92.14
"Indianapolis Colts","New York Giants","Washington Commanders",92.47
"Indianapolis Colts","New York Jets","Philadelphia Eagles",92.04
"Indianapolis Colts","New York Jets","Pittsburgh Steelers",91.92
"Indianapolis Colts","New York Jets","San Francisco 49ers",92.53
"Indianapolis Colts","New York Jets","Seattle Seahawks",91.86
"Indianapolis Colts","New York Jets","Tampa Bay Buccaneers",92.01
"Indianapolis Colts","New York Jets","Tennessee Titans",91.90
"Indianapolis Colts","New York Jets","Washington Commanders",92.17
"Indianapolis Colts","Philadelphia Eagles","Pittsburgh Steelers",92.21
"Indianapolis Colts","Philadelphia Eagles","San Francisco 49ers",92.88
"Indianapolis Colts","Philadelphia Eagles","Seattle Seahawks",92.28
"Indianapolis Colts","Philadelphia Eagles","Tampa Bay Buccaneers",92.51
"Indianapolis Colts","Philadelphia Eagles","Tennessee Titans",92.56
"Indianapolis Colts","Philadelphia Eagles","Washington Commanders",92.53
"Indianapolis Colts","Pittsburgh Steelers","San Francisco 49ers",92.71
"Indianapolis Colts","Pittsburgh Steelers","Seattle Seahawks",92.17
"Indianapolis Colts","Pittsburgh Steelers","Tampa Bay Buccaneers",92.39
"Indianapolis Colts","Pittsburgh Steelers","Tennessee Titans",92.23
"Indianapolis Colts","Pittsburgh Steelers","Washington Commanders",92.40
"Indianapolis Colts","San Francisco 49ers","Seattle Seahawks",92.43
"Indianapolis Colts","San Francisco 49ers","Tampa Bay Buccaneers",92.59
"Indianapolis Colts","San Francisco 49ers","Tennessee Titans",92.70
"Indianapolis Colts","San Francisco 49ers","Washington Commanders",92.75
"Indianapolis Colts","Seattle Seahawks","Tampa Bay Buccaneers",92.17
"Indianapolis Colts","Seattle Seahawks","Tennessee Titans",92.09
"Indianapolis Colts","Seattle Seahawks","Washington Commanders",92.35
"Indianapolis Colts","Tampa Bay Buccaneers","Tennessee Titans",92.40
"Indianapolis Colts","Tampa Bay Buccaneers","Washington Commanders",92.35
"Indianapolis Colts","Tennessee Titans","Washington Commanders",92.44
"Jacksonville Jaguars","Kansas City Chiefs","Las Vegas Raiders",91.94
"Jacksonville Jaguars","Kansas City Chiefs","Los Angeles Chargers",91.44
"Jacksonville Jaguars","Kansas City Chiefs","Los Angeles Rams",91.72
"Jacksonville Jaguars","Kansas City Chiefs","Miami Dolphins",91.76
"Jacksonville Jaguars","Kansas City Chiefs","Minnesota Vikings",91.52
"Jacksonville Jaguars","Kansas City Chiefs","New England Patriots",91.67
"Jacksonville Jaguars","Kansas City Chiefs","New Orleans Saints",91.51
"Jacksonville Jaguars","Kansas City Chiefs","New York Giants",91.91
"Jacksonville Jaguars","Kansas City Chiefs","New York Jets",91.65
"Jacksonville Jaguars","Kansas City Chiefs","Philadelphia Eagles",92.13
"Jacksonville Jaguars","Kansas City Chiefs","Pittsburgh Steelers",91.61
"Jacksonville Jaguars","Kansas City Chiefs","San Francisco 49ers",92.39
"Jacksonville Jaguars","Kansas City Chiefs","Seattle Seahawks",91.56
"Jacksonville Jaguars","Kansas City Chiefs","Tampa Bay Buccaneers",91.55
